ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Beat,District
11911471,JC534932,12/02/2019 10:00:00 PM,043XX N Lowell Ave,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,1722,017
11909182,JC532135,12/01/2019 02:00:00 PM,033XX W BELLE PLAINE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1724,017
11914445,JC537376,11/22/2019 12:00:00 PM,007XX S SEELEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1225,012
11907427,JC530013,11/30/2019 05:00:00 PM,027XX W 31ST ST,0820,THEFT,$500 AND UNDER,STREET,1034,010
11907258,JC529694,11/30/2019 03:20:00 PM,003XX N PEORIA,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),1214,012
11908217,JC530600,11/30/2019 11:00:00 PM,052XX N Sawyer Ave,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,1712,017
11909185,JC532321,11/30/2019 12:00:00 AM,027XX N GREENVIEW AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,1932,019
11910346,JC532351,11/30/2019 04:00:00 PM,040XX N KEDZIE AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,1724,017
11912657,JC535046,11/03/2019 12:05:00 PM,052XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,2023,020
11910352,JC532827,11/29/2019 12:02:00 PM,019XX W CARROLL AVE,0810,THEFT,OVER $500,FACTORY/MANUFACTURING BUILDING,1223,012
11912648,JC536031,11/22/2019 04:20:00 PM,015XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1922,019
11912669,JC535006,11/29/2019 01:30:00 PM,027XX W LELAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,1911,019
11910349,JC532591,11/29/2019 12:31:00 PM,085XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,APARTMENT,0622,006
11905528,JC527799,11/28/2019 05:40:00 PM,0000X E IDA B WELLS DR,0890,THEFT,FROM BUILDING,RESIDENCE,0111,001
11904862,JC526907,11/27/2019 02:30:00 AM,072XX W SUMMERDALE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,1613,016
11910337,JC533261,11/19/2019 02:31:00 PM,027XX N WAYNE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1932,019
11910356,JC533332,09/02/2019 05:35:00 PM,047XX S INGLESIDE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,0222,002
11910329,JC533181,07/29/2019 02:55:00 PM,016XX W BARRY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1931,019
11910357,JC532353,09/24/2019 12:30:00 AM,0000X N DEARBORN ST,0880,THEFT,PURSE-SNATCHING,CTA PLATFORM,0112,001
11906437,JC528397,11/27/2019 04:10:00 PM,005XX E 46TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0221,002
11910350,JC532785,11/25/2019 07:00:00 AM,070XX N Sheridan RD,0890,THEFT,FROM BUILDING,OTHER,2423,024
11904835,JC526942,11/26/2019 08:45:00 PM,027XX W Superior St,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1221,012
11904859,JC526988,11/26/2019 07:00:00 PM,054XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0822,008
11905585,JC527407,11/26/2019 01:00:00 PM,0000X W RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,0111,001
11909192,JC531313,11/25/2019 12:03:00 PM,030XX W LOGAN BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1411,014
11904865,JC525945,11/25/2019 02:30:00 PM,070XX N WASHTENAW AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,2411,024
11902829,JC524465,11/25/2019 08:10:00 AM,001XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,0111,001
11905584,JC527692,11/24/2019 12:12:00 PM,014XX E 55TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,0235,002
11903847,JC525009,11/24/2019 01:30:00 PM,114XX S ROCKWELL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DRUG STORE,2212,022
11901781,JC523198,11/24/2019 06:15:00 PM,002XX N GREEN ST,0890,THEFT,FROM BUILDING,RESTAURANT,1214,012
11906430,JC528383,06/18/2019 12:01:00 AM,073XX W Rascher Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1613,016
11899858,JC520078,11/22/2019 09:55:00 AM,035XX S RHODES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0212,002
11900783,JC521572,11/22/2019 04:15:00 PM,0000X E WASHINGTON ST,0890,THEFT,FROM BUILDING,RESTAURANT,0112,001
11655856,JC225495,04/14/2019 02:30:00 PM,069XX W 65TH ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,0812,008
11899868,JC520014,11/21/2019 06:00:00 PM,051XX W LAKE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,1532,015
11902781,JC523767,11/21/2019 04:53:00 PM,043XX N KENMORE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,1915,019
11904840,JC526369,11/18/2019 09:25:00 AM,049XX N HARDING AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1712,017
11904825,JC526327,10/25/2019 10:30:00 AM,060XX S Harper Ave,0890,THEFT,FROM BUILDING,RESIDENCE,0314,003
11897637,JC517213,11/20/2019 12:40:00 AM,014XX W LUNT AVE,0890,THEFT,FROM BUILDING,APARTMENT,2431,024
11900789,JC521514,11/20/2019 07:35:00 PM,041XX N Avers Ave,0820,THEFT,$500 AND UNDER,STREET,1723,017
11903862,JC524570,11/01/2019 08:20:00 PM,014XX N Elk Grove Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1424,014
11897681,JC517212,11/19/2019 02:25:00 PM,009XX W Gordon Ter,0820,THEFT,$500 AND UNDER,APARTMENT,1915,019
11898756,JC519244,11/19/2019 11:00:00 PM,003XX E ILLINOIS ST,0890,THEFT,FROM BUILDING,RESTAURANT,1834,018
11899867,JC520022,11/19/2019 12:00:00 AM,023XX W 51ST ST,0820,THEFT,$500 AND UNDER,OTHER,0931,009
11902802,JC524557,11/06/2019 05:00:00 PM,0000X E 16th St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0131,001
11902777,JC524546,11/16/2019 02:00:00 AM,0000X W ONTARIO ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),1832,018
11899847,JC519943,11/18/2019 07:00:00 PM,0000X E 8TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,0123,001
11895519,JC515275,11/18/2019 02:22:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0111,001
11895507,JC514403,11/17/2019 08:35:00 PM,007XX S SEELEY AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,1225,012
11896564,JC516015,11/17/2019 03:15:00 AM,002XX W ONTARIO ST,0810,THEFT,OVER $500,STREET,1831,018
11900777,JC521757,11/14/2019 03:00:00 AM,114XX S ADA ST,0810,THEFT,OVER $500,APARTMENT,2234,022
11894474,JC514129,11/16/2019 01:30:00 PM,018XX N Talman Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,1421,014
11895546,JC515304,11/16/2019 01:00:00 PM,013XX W MONROE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1224,012
11894456,JC514126,11/16/2019 08:15:00 PM,001XX W 103RD PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,0512,005
11895525,JC515318,11/16/2019 04:30:00 AM,038XX W LEXINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,1133,011
11897652,JC517016,11/16/2019 02:58:00 PM,016XX N DAMEN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1434,014
11896568,JC516160,11/16/2019 02:54:00 PM,045XX N MAGNOLIA AVE,0890,THEFT,FROM BUILDING,APARTMENT,1913,019
11897644,JC516993,11/16/2019 12:40:00 PM,057XX N winthrop ave,0890,THEFT,FROM BUILDING,APARTMENT,2022,020
11892568,JC511813,11/15/2019 05:10:00 PM,006XX W DIVERSEY PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),1935,019
11893599,JC512548,11/15/2019 07:10:00 PM,0000X S ABERDEEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1232,012
11897671,JC517216,08/13/2019 02:31:00 PM,012XX N CLEAVER ST,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),1433,014
11892572,JC511648,11/14/2019 04:00:00 PM,049XX W DEMING PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,2521,025
11895550,JC514925,11/14/2019 08:00:00 AM,011XX N WOLCOTT AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1212,012
11897666,JC516984,11/14/2019 04:00:00 PM,036XX N NOTTINGHAM AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1632,016
11603037,JC161123,02/21/2019 08:45:00 PM,100XX W BRYN MAWR AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),1654,016
11890682,JC509420,11/13/2019 01:05:00 PM,006XX N MC CLURG CT,0890,THEFT,FROM BUILDING,RESTAURANT,1834,018
11891616,JC510030,11/13/2019 02:04:00 PM,0000X E MONROE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,0112,001
11569007,JC107137,01/06/2019 05:30:00 PM,100XX W BRYN MAWR AVE,0560,ASSAULT,SIMPLE,AIRPORT PARKING LOT,1654,016
11891611,JC510045,11/13/2019 03:55:00 PM,001XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,0111,001
11895528,JC515003,01/01/2019 12:00:00 AM,059XX W LELAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1622,016
11895529,JC515390,11/11/2019 02:00:00 PM,024XX N RACINE AVE,0890,THEFT,FROM BUILDING,APARTMENT,1932,019
11895547,JC515402,09/27/2019 05:10:00 PM,011XX W COLUMBIA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2432,024
11889667,JC507845,11/11/2019 04:08:00 PM,009XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1822,018
11890683,JC508552,11/11/2019 11:00:00 AM,036XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0212,002
11887957,JC505282,11/10/2019 02:00:00 AM,031XX N RACINE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1933,019
11888801,JC506289,11/09/2019 03:30:00 PM,026XX W PERSHING RD,0890,THEFT,FROM BUILDING,OTHER,0911,009
11892561,JC511014,11/07/2019 04:45:00 PM,016XX W LE MOYNE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1433,014
11887270,JC504863,11/09/2019 09:23:00 PM,0000X E IDA B WELLS DR,0460,BATTERY,SIMPLE,OTHER,0111,001
11889669,JC507419,11/09/2019 11:30:00 AM,002XX W RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,0122,001
11887139,JC504766,11/09/2019 07:15:00 PM,0000X E IDA B WELLS DR,1900,OTHER NARCOTIC VIOLATION,INTOXICATING COMPOUNDS,SIDEWALK,0111,001
